uid,total_contributions,p_creation,p_modification,p_delete,p_is_used,p_is_edited,p_is_deleted,nbWeeks,focalisation,lonMin,latMin,lonMax,latMax,area_mean_chgst,area_stuhr_bbox
110263,2,0.0,1.0,0.0,0.0,0.0,1.0,2,0.27292754818569237,8.662467150000001,52.7518245,8.81965955,53.09918245,1.516086314275491E9,4.137817205930928E8
579262,1,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,8.7910792,53.0531006,8.7921103,53.053661,10264.235475473322,4.137817205930928E8
2270868,5,0.0,0.0,1.0,0.004901960784313725,1.0,1.0,1,1.0,8.790676,53.0504279,8.7910537,53.0506473,1515.0134774561507,4.137817205930928E8
192181,114,0.6929824561403509,0.2982456140350877,0.008771929824561403,0.12254901960784313,0.9473684210526316,1.0,4,0.13824654001611694,8.4712364,52.88243465,8.743019349999999,53.2143218,2.1160336999440536E9,4.137817205930928E8
44217,11,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,8.761015439999998,53.04345598,8.76647774,53.048272610000005,559085.4896900499,4.137817205930928E8
9402,2,1.0,0.0,0.0,0.0,0.5,1.0,1,8.629663853302242E-5,4.8319764,39.0484131,19.3792755,56.406914,4.794876459003144E12,4.137817205930928E8
88763,6,1.0,0.0,0.0,0.0,0.8333333333333334,1.0,1,1.0,8.8079375,53.0309396,8.8082697,53.0311849,1630.5810477291598,4.137817205930928E8
42683,1,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,-134.2494963,-41.8737495,172.3713198,73.9082566,0.0,4.137817205930928E8
26299,4,0.0,1.0,0.0,0.004901960784313725,0.5,1.0,2,0.0,-57.15666185,4.8035977500000016,91.01958339999999,60.16994165,5.103068923864243E12,4.137817205930928E8
121023,19,0.7894736842105263,0.21052631578947367,0.0,0.004901960784313725,0.7894736842105263,0.9473684210526316,2,1.0,8.68454095,53.0239176,8.70871825,53.036023899999996,5027066.176540177,4.137817205930928E8
165061,2,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,8.7855961,53.0515831,8.7864853,53.052295,13034.331948580877,4.137817205930928E8
1712338,5,0.0,1.0,0.0,0.0,0.8,1.0,2,1.0,8.784841733333332,53.052064933333334,8.786284866666668,53.0528605,20528.906132050422,4.137817205930928E8
407246,1,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,8.5173026,53.0440675,8.7164212,53.0581342,6.738279926261467E7,4.137817205930928E8
1988823,4,0.0,1.0,0.0,0.0,0.75,1.0,1,0.13560080107458694,8.7558739,52.9826323,9.2719888,53.0831659,2.6670214771097153E8,4.137817205930928E8
32972,9,0.8888888888888888,0.1111111111111111,0.0,0.024509803921568627,0.6666666666666667,1.0,1,0.5062909221233524,8.777249,53.0390598,8.8097719,53.0929043,4.4793397875538945E7,4.137817205930928E8
621253,1,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,-129.093507,-40.5432789,149.4417279,76.9222846,0.0,4.137817205930928E8
