uid,total_contributions,p_creation,p_modification,p_delete,p_is_used,p_is_edited,p_is_deleted,nbWeeks,focalisation,lonMin,latMin,lonMax,latMax,area_mean_chgst,area_aubervilliers_bbox
172867,26,0.4230769230769231,0.5769230769230769,0.0,0.07017543859649122,0.9230769230769231,0.9615384615384616,4,0.0,-3.1206642,42.4869381,6.9442710000000005,49.38005185,1.8684628731255783E11,1.9780611633382495E7
89411,82,0.43902439024390244,0.5487804878048781,0.012195121951219513,0.06140350877192982,0.9512195121951219,0.9878048780487805,2,0.0,-1.1990941333333334,48.3649754,-1.1972976333333334,48.36618463333334,2221.903082333939,1.9780611633382495E7
2391399,73,0.8904109589041096,0.0821917808219178,0.0273972602739726,0.008771929824561403,0.9589041095890412,1.0,3,0.17843534368333655,-1.2469763249999999,48.342095875,-1.1151078,48.38317955,1.1085590570266454E8,1.9780611633382495E7
531532,12,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.02631578947368421,0.9166666666666666,0.9166666666666666,2,1.0,-1.2036123,48.3463492,-1.203418,48.3466314,951.2883711949167,1.9780611633382495E7
125252,2,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,-5.0550933,47.1899777,-0.7678576,48.87629,9.476502315306369E10,1.9780611633382495E7
1440848,1,1.0,0.0,0.0,0.0,1.0,0.0,1,0.0,-5.7295478,41.6998312,8.857863,51.1218543,1.7394484018333975E11,1.9780611633382495E7
978504,24,0.0,1.0,0.0,0.043859649122807015,0.8333333333333334,1.0,2,0.0,-1.2174494,48.1059543,-1.1392546,48.3392459,6.737633577867106E8,1.9780611633382495E7
5446,149,1.0,0.0,0.0,0.17543859649122806,0.9261744966442953,0.9798657718120806,1,1.3147669857098315E-4,-2.0500275,48.3359469,2.8342111,49.8614542,1.504495613928358E11,1.9780611633382495E7
3270781,1,0.0,1.0,0.0,0.0,0.0,1.0,1,0.024268813011659604,-1.1794175,48.371804,-1.1259354,48.4033111,3440825.350325514,1.9780611633382495E7
145231,9,0.0,1.0,0.0,0.0,0.6666666666666667,0.8888888888888888,1,0.0,-180.0,-54.4882681,180.0,81.1912465,0.0,1.9780611633382495E7
6797352,2,0.0,1.0,0.0,0.0,1.0,1.0,2,0.0,-4.8938953000000005,42.71620225,7.261530350000001,51.336610050000004,2.9788361966712866E11,1.9780611633382495E7
594009,34,0.0,1.0,0.0,0.0,0.9705882352941176,1.0,1,1.0,-1.1954487,48.34356325,-1.1884825,48.35071765,497519.81148694956,1.9780611633382495E7
1329733,30,0.8666666666666667,0.13333333333333333,0.0,0.02631578947368421,0.9666666666666667,0.9666666666666667,2,0.0,-1.2053539999999998,48.3674127,-1.19995975,48.36815,256667.05970371517,1.9780611633382495E7
242257,2,0.0,1.0,0.0,0.0,0.5,1.0,2,0.0,-5.5626146,41.4732137,8.61053135,51.4631927,4.27515223095189E11,1.9780611633382495E7
23891,962,0.7463617463617463,0.1444906444906445,0.10914760914760915,0.3333333333333333,0.9760914760914761,0.9948024948024948,14,0.0,-1.4003986826086956,48.31812908695654,-1.170090234782609,48.426452299999994,1.9206592204891926E8,1.9780611633382495E7
15188,1,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0,-86.2224417,-26.2535306,66.3196387,54.2984907,6.667360961583483E15,1.9780611633382495E7
7305018,1,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0,-1.2301142,48.3499408,-1.225977,48.3537063,116597.72292983801,1.9780611633382495E7
