uid;total_contributions;p_creation;p_modification;p_delete;p_is_used;p_is_edited;p_is_deleted;nbWeeks;focalisation
5164;89;0.0;1.0;0.0;0.0;0.9101123595505618;0.9662921348314607;4;0.0
590907;7;0.0;1.0;0.0;0.0;0.5714285714285714;1.0;1;0.0
13363;10107;0.3994261402988028;0.5113287820322548;0.08924507766894231;1.0;0.9900069258929455;0.9977243494607697;116;0.5022988216437676
147510;10;0.0;1.0;0.0;0.010471204188481676;0.7;1.0;1;0.0
14390;234;0.18803418803418803;0.7948717948717948;0.017094017094017096;0.10471204188481675;0.9871794871794872;0.9957264957264957;8;0.018048501578457797
384060;376;0.26861702127659576;0.7127659574468085;0.018617021276595744;0.18848167539267016;0.9627659574468085;0.9920212765957447;22;0.11372138352947628
449087;30;0.4;0.5666666666666667;0.03333333333333333;0.04712041884816754;0.8333333333333334;1.0;6;1.0
48185;8;0.25;0.625;0.125;0.031413612565445025;0.625;1.0;1;0.5329878964675892
382526;2;0.0;1.0;0.0;0.0;0.0;1.0;2;0.0
912433;3;0.0;0.6666666666666666;0.3333333333333333;0.0;0.33333333333333337;1.0;2;0.0
55868;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
573;13;1.0;0.0;0.0;0.0;0.7692307692307692;1.0;1;8.173662151289866E-5
2242076;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
81983;1;0.0;1.0;0.0;0.0;1.0;1.0;1;2.1692277422793717E-4
2581093;2;0.5;0.0;0.5;0.0;1.0;1.0;1;5.16817297216918E-4
244289;45;0.7777777777777778;0.17777777777777778;0.044444444444444446;0.010471204188481676;0.9333333333333333;0.9555555555555556;1;1.0
205377;1;0.0;1.0;0.0;0.0;0.0;1.0;1;0.009158196607964209
834127;97;0.5257731958762887;0.4020618556701031;0.07216494845360824;0.08900523560209424;0.9587628865979382;1.0;9;1.0
3002985;8;1.0;0.0;0.0;0.0;1.0;1.0;1;1.0
44613;419;0.14797136038186157;0.8305489260143198;0.021479713603818614;0.20418848167539266;0.964200477326969;0.9880668257756563;3;0.028746107373725495
2195047;10;0.8;0.2;0.0;0.005235602094240838;0.8;1.0;1;0.0
239172;52;0.3269230769230769;0.6730769230769231;0.0;0.09947643979057591;0.9423076923076923;1.0;1;0.6262897915602149
118856;730;0.7589041095890411;0.16986301369863013;0.07123287671232877;0.20418848167539266;0.963013698630137;0.9835616438356164;14;0.15792719935315794
111688;7;0.8571428571428571;0.14285714285714285;0.0;0.0;0.7142857142857143;1.0;2;0.21972984654727773
34891;18;0.8888888888888888;0.1111111111111111;0.0;0.0;0.8888888888888888;1.0;2;0.004722330945264419
419405;1;0.0;1.0;0.0;0.015706806282722512;0.0;1.0;1;1.0
57933;8;1.0;0.0;0.0;0.0;0.75;1.0;1;0.005196491512320439
38989;3;0.0;1.0;0.0;0.0;0.33333333333333337;1.0;1;0.0
28237;1;0.0;1.0;0.0;0.0;0.0;1.0;1;0.0
496201;82;0.24390243902439024;0.7560975609756098;0.0;0.06806282722513089;0.9634146341463414;1.0;2;0.6584703727160517
202829;1;0.0;1.0;0.0;0.005235602094240838;0.0;1.0;1;0.056976265809502796
394313;22;0.9090909090909091;0.09090909090909091;0.0;0.015706806282722512;0.8181818181818181;0.9090909090909091;2;1.0
4245519;3;0.0;1.0;0.0;0.0;0.6666666666666667;1.0;1;0.0
39504;1;0.0;1.0;0.0;0.0;1.0;1.0;1;2.177932361129686E-4
665694;1;0.0;1.0;0.0;0.0;0.0;1.0;1;0.0
5473803;2;0.0;1.0;0.0;0.0;1.0;1.0;1;1.0
37976;1;0.0;0.0;1.0;0.0;1.0;1.0;1;5.31799431847267E-4
41049;54;0.8333333333333334;0.12962962962962962;0.037037037037037035;0.03664921465968586;0.8333333333333334;1.0;2;1.0
5626892;11;0.7272727272727273;0.2727272727272727;0.0;0.0;0.9090909090909091;1.0;1;1.0
575570;16;0.0;1.0;0.0;0.16230366492146597;1.0;0.9375;1;0.008202248156274542
6295100;3;0.0;1.0;0.0;0.0;0.6666666666666667;1.0;3;0.0
18015;8;0.0;1.0;0.0;0.020942408376963352;1.0;0.375;1;0.009679326350216205
43619;2579;0.18069018999612252;0.7886777820860799;0.030632027917797598;0.19895287958115182;0.9926328034121753;0.9980612640558356;14;0.19124593182027977
481380;6;0.0;1.0;0.0;0.0;0.6666666666666667;1.0;1;0.004015984711746643
3716187;2;0.0;1.0;0.0;0.020942408376963352;0.5;1.0;1;1.895848447171513E-4
73317;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
88164;37;0.0;1.0;0.0;0.0;0.8648648648648649;1.0;1;0.28506877610401105
51302;3;0.0;1.0;0.0;0.0;0.0;1.0;2;0.015408154443954308
5735;9;0.2222222222222222;0.7777777777777778;0.0;0.010471204188481676;0.5555555555555556;0.8888888888888888;2;0.0
16488;24486;0.48252062403005797;0.47067712162051784;0.04680225434942416;0.4973821989528796;0.9958343543249204;0.9989381687494895;35;1.0
347245;72;0.06944444444444445;0.9027777777777778;0.027777777777777776;0.04712041884816754;0.9166666666666666;0.9583333333333334;3;0.7234497595394438
1069176;1;0.0;1.0;0.0;0.0;1.0;0.0;1;1.0
202858;6;0.0;1.0;0.0;0.0;0.6666666666666667;1.0;2;1.0
114795;1;0.0;1.0;0.0;0.0;0.0;1.0;1;0.0
1726577;260;0.7230769230769231;0.2076923076923077;0.06923076923076923;0.10471204188481675;0.9653846153846154;0.9807692307692307;3;1.0
1798256;5;0.2;0.8;0.0;0.0;0.6;0.8;1;1.0
549477;1;0.0;1.0;0.0;0.0;0.0;1.0;1;0.42343857304244725
103022;1;0.0;1.0;0.0;0.0;0.0;1.0;1;0.009142207000366422
393321;1;0.0;1.0;0.0;0.0;1.0;1.0;1;1.0
92274;11;0.0;1.0;0.0;0.0;0.7272727272727273;1.0;7;0.0
2675;24;0.5416666666666666;0.3333333333333333;0.125;0.031413612565445025;0.7916666666666666;1.0;2;0.10469043935816871
5748;6;0.0;1.0;0.0;0.005235602094240838;0.8333333333333334;1.0;1;1.0
2290263;562;0.5213523131672598;0.4306049822064057;0.04804270462633452;0.14659685863874344;0.9875444839857651;0.998220640569395;5;1.0
118900;1;0.0;1.0;0.0;0.0;0.0;1.0;1;0.719675403861357
2680;1;0.0;0.0;1.0;0.0;1.0;1.0;1;1.5846071843555621E-4
65148;4;0.0;1.0;0.0;0.0;1.0;0.75;2;1.0
6270;69;0.43478260869565216;0.30434782608695654;0.2608695652173913;0.07853403141361257;0.8405797101449275;0.9710144927536232;9;1.0
461945;2;0.0;1.0;0.0;0.010471204188481676;1.0;1.0;1;1.0
113278;2;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
92286;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
482439;3;1.0;0.0;0.0;0.005235602094240838;0.33333333333333337;1.0;1;1.0
346758;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
29319;128;0.90625;0.0703125;0.0234375;0.02617801047120419;0.921875;0.984375;1;1.0
3272886;1669;1.0;0.0;0.0;0.0;1.0;0.9994008388256441;1;1.0
1817244;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
3098790;55;0.8545454545454545;0.14545454545454545;0.0;0.005235602094240838;0.9454545454545454;1.0;1;1.0
112776;10;0.0;1.0;0.0;0.13612565445026178;0.7;0.9;1;1.0
42123;13;0.0;0.15384615384615385;0.8461538461538461;0.005235602094240838;0.8461538461538461;1.0;3;1.0
212111;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
88204;304;0.993421052631579;0.006578947368421052;0.0;0.0;0.9802631578947368;0.9901315789473685;1;1.0
6288081;14;0.6428571428571429;0.35714285714285715;0.0;0.005235602094240838;1.0;1.0;1;1.0
80526;2;0.0;0.5;0.5;0.0;1.0;0.5;2;1.0
44687;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
365207;462;0.6536796536796536;0.3051948051948052;0.04112554112554113;0.10471204188481675;0.9805194805194806;0.9913419913419913;21;1.0
18069;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
2622143;10;0.0;1.0;0.0;0.0;1.0;1.0;1;1.0
41113;130;0.8;0.18461538461538463;0.015384615384615385;0.06806282722513089;0.8769230769230769;0.9923076923076923;12;1.0
1468043;1;0.0;1.0;0.0;0.005235602094240838;0.0;1.0;1;1.0
90780;6;0.0;1.0;0.0;0.0;0.8333333333333334;1.0;1;1.0
178844;15;0.26666666666666666;0.7333333333333333;0.0;0.010471204188481676;0.8;0.9333333333333333;3;1.0
12448;1;0.0;1.0;0.0;0.005235602094240838;0.0;1.0;1;1.0
208545;7;0.0;1.0;0.0;0.0;0.2857142857142857;1.0;4;1.0
162465;81;0.43209876543209874;0.49382716049382713;0.07407407407407407;0.06282722513089005;0.962962962962963;0.9876543209876543;2;1.0
4945640;1;0.0;1.0;0.0;0.0;1.0;1.0;1;1.0
30374;2;0.0;1.0;0.0;0.0;0.5;1.0;2;1.0
1772211;1;0.0;1.0;0.0;0.0;0.0;1.0;1;2.1461186247948147E-4
109736;1;0.0;1.0;0.0;0.0;1.0;0.0;1;1.0
1494719;1;1.0;0.0;0.0;0.0;1.0;1.0;1;1.0
12973;10;0.9;0.1;0.0;0.0;0.8;1.0;2;1.0
5294;2;0.0;1.0;0.0;0.0;0.5;1.0;1;1.0
817315;1;0.0;1.0;0.0;0.0;0.0;1.0;1;2.2120447037051572E-4
84659;599;0.7178631051752922;0.1285475792988314;0.15358931552587646;0.16230366492146597;0.9682804674457429;0.989983305509182;15;1.0
167089;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
680121;15;0.0;0.0;1.0;0.010471204188481676;1.0;1.0;1;1.0
671934;186;0.21505376344086022;0.45698924731182794;0.3279569892473118;0.1518324607329843;0.935483870967742;0.9838709677419355;40;0.00811157608568134
1204;1;0.0;0.0;1.0;0.0;1.0;1.0;1;1.0
194743;1;0.0;1.0;0.0;0.0;1.0;1.0;1;1.0
12982;276;0.050724637681159424;0.9057971014492754;0.043478260869565216;0.193717277486911;0.9347826086956522;0.9855072463768116;1;1.0
110263;7;0.0;0.7142857142857143;0.2857142857142857;0.031413612565445025;0.2857142857142857;1.0;2;1.0
475825;2;0.0;0.5;0.5;0.0;0.5;1.0;1;1.0
238266;22779;0.49400763861451336;0.3211730102287194;0.1848193511567672;0.7539267015706806;0.995566091575574;0.9988585978313359;70;1.0
702131;16;0.3125;0.3125;0.375;0.0;0.9375;0.9375;1;1.0
44217;14;0.0;1.0;0.0;0.005235602094240838;0.9285714285714286;1.0;1;1.0
9402;1;1.0;0.0;0.0;0.0;0.0;1.0;1;1.0
26299;24;0.0;0.875;0.125;0.05235602094240838;0.5833333333333333;0.9166666666666666;6;1.0
128186;3;0.0;0.3333333333333333;0.6666666666666666;0.0;0.6666666666666667;1.0;1;1.0
44221;2;0.0;0.5;0.5;0.005235602094240838;0.5;1.0;1;1.0
497849;105;0.37142857142857144;0.6;0.02857142857142857;0.041884816753926704;0.9333333333333333;1.0;10;0.037187970689160445
215740;498;0.5401606425702812;0.3755020080321285;0.08433734939759036;0.13612565445026178;0.9759036144578314;0.9959839357429718;3;1.0
24767;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
1923746;3;0.3333333333333333;0.6666666666666666;0.0;0.0;0.6666666666666667;0.6666666666666667;1;1.0
4802;32;0.96875;0.03125;0.0;0.0;0.875;1.0;1;1.0
165061;3;0.0;1.0;0.0;0.0;0.33333333333333337;1.0;1;1.0
210116;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
371406;6;0.5;0.3333333333333333;0.16666666666666666;0.015706806282722512;1.0;1.0;1;1.0
125136;72;0.875;0.125;0.0;0.031413612565445025;0.8472222222222222;0.9861111111111112;2;1.0
722137;14;0.0;1.0;0.0;0.0;0.9285714285714286;1.0;1;1.0
13010;1;0.0;1.0;0.0;0.0;1.0;1.0;1;1.0
253648;553;0.7775768535262206;0.20795660036166366;0.014466546112115732;0.1518324607329843;0.9656419529837251;0.9837251356238698;8;1.0
1787080;1;1.0;0.0;0.0;0.0;0.0;1.0;1;1.0
65240;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
81113;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
1255114;82;0.23170731707317074;0.7560975609756098;0.012195121951219513;0.041884816753926704;0.8902439024390244;0.975609756097561;3;1.0
38617;2;0.0;1.0;0.0;0.0;0.5;1.0;2;1.0
28378;68;0.11764705882352941;0.8382352941176471;0.04411764705882353;0.020942408376963352;0.9117647058823529;0.9705882352941176;1;1.0
1212616;1;0.0;1.0;0.0;0.0;1.0;0.0;1;1.0
2224381;10;0.9;0.1;0.0;0.0;1.0;0.8;1;1.0
18141;1;1.0;0.0;0.0;0.0;0.0;1.0;1;1.0
3492584;34;0.8529411764705882;0.14705882352941177;0.0;0.005235602094240838;0.9117647058823529;1.0;4;1.0
602324;1;0.0;1.0;0.0;0.0;1.0;1.0;1;1.0
57054;2;0.5;0.5;0.0;0.0;0.5;1.0;1;1.0
1599736;110;0.9090909090909091;0.09090909090909091;0.0;0.015706806282722512;0.9727272727272728;1.0;1;1.0
2801353;3;0.0;1.0;0.0;0.0;0.6666666666666667;1.0;1;1.0
152289;2;0.0;1.0;0.0;0.0;0.0;1.0;2;1.0
7399;104;0.9038461538461539;0.09615384615384616;0.0;0.010471204188481676;0.9423076923076923;0.9615384615384616;4;1.0
35560;258;0.1937984496124031;0.7906976744186046;0.015503875968992248;0.1099476439790576;0.9031007751937985;0.9922480620155039;4;1.0
2431181;1;1.0;0.0;0.0;0.0;1.0;1.0;1;1.0
165099;6421;0.8512692726989566;0.1300420495249961;0.018688677776047345;0.08376963350785341;0.9985983491667965;0.9992213050926647;9;1.0
534753;3;0.0;1.0;0.0;0.0;0.6666666666666667;1.0;3;1.0
619237;686;0.47959183673469385;0.49416909620991256;0.026239067055393587;0.24607329842931938;0.9825072886297376;0.9956268221574344;16;0.0
46828;3;1.0;0.0;0.0;0.0;1.0;1.0;1;1.0
123116;1;0.0;1.0;0.0;0.0;1.0;1.0;1;1.0
29421;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
45806;964;0.9408713692946058;0.05912863070539419;0.0;0.031413612565445025;0.9937759336099585;0.9968879668049793;2;1.0
5359;3;0.3333333333333333;0.6666666666666666;0.0;0.0;0.6666666666666667;1.0;3;1.0
3079902;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
166129;4;0.0;1.0;0.0;0.010471204188481676;0.75;0.5;2;1.0
7412;464;0.4978448275862069;0.49353448275862066;0.008620689655172414;0.24607329842931938;0.9698275862068966;0.9935344827586207;1;1.0
742142;38;0.9736842105263158;0.02631578947368421;0.0;0.005235602094240838;0.8947368421052632;0.9736842105263158;1;0.0
399091;8;0.0;1.0;0.0;0.0;0.875;1.0;1;1.0
3440333;1;0.0;1.0;0.0;0.0;1.0;1.0;1;1.0
118011;11;0.0;1.0;0.0;0.06282722513089005;0.6363636363636364;1.0;2;1.0
4861;2;0.0;1.0;0.0;0.0;1.0;1.0;1;1.0
210173;10;0.0;1.0;0.0;0.0;0.9;1.0;1;1.0
507640;308;0.512987012987013;0.43506493506493504;0.05194805194805195;0.07329842931937172;0.9707792207792207;0.987012987012987;7;0.48145746927427063
3279565;92;0.8695652173913043;0.13043478260869565;0.0;0.005235602094240838;1.0;1.0;1;1.0
1811172;1;0.0;0.0;1.0;0.0;1.0;1.0;1;1.0
134914;4;1.0;0.0;0.0;0.0;0.5;1.0;1;1.0
24833;31;0.9032258064516129;0.0967741935483871;0.0;0.0;0.8064516129032258;0.967741935483871;2;1.0
340228;1;1.0;0.0;0.0;0.0;1.0;1.0;1;1.0
177411;41;0.0;1.0;0.0;0.010471204188481676;0.975609756097561;0.9512195121951219;1;1.0
1951513;2;0.0;1.0;0.0;0.0;0.5;1.0;2;1.0
321283;4;0.5;0.25;0.25;0.0;0.75;0.75;1;1.0
17671;1;0.0;1.0;0.0;0.041884816753926704;0.0;1.0;1;1.0
5614428;158;0.9746835443037974;0.02531645569620253;0.0;0.010471204188481676;0.9936708860759493;0.9936708860759493;1;1.0
359695;84;0.6190476190476191;0.38095238095238093;0.0;0.005235602094240838;0.8809523809523809;0.9642857142857143;9;1.0
39691;1;0.0;1.0;0.0;0.005235602094240838;1.0;0.0;1;1.0
2853664;4;0.0;1.0;0.0;0.0;1.0;1.0;1;1.0
204045;8;0.0;0.75;0.25;0.0;1.0;1.0;1;1.0
1501465;5;0.0;1.0;0.0;0.0;1.0;1.0;1;1.0
8464;266;0.20676691729323307;0.6428571428571429;0.15037593984962405;0.18324607329842932;0.8909774436090225;0.981203007518797;12;0.5750982193234507
4394327;3;1.0;0.0;0.0;0.0;1.0;1.0;1;1.0
81175;1347;0.5486265775798069;0.4394951744617669;0.011878247958426132;0.21465968586387435;0.9844097995545658;0.9962880475129918;3;0.09218523274935275
39706;134;0.40298507462686567;0.5970149253731343;0.0;0.06282722513089005;0.9253731343283582;0.9850746268656716;1;1.0
48923;1;0.0;1.0;0.0;0.0;1.0;0.0;1;1.0
231704;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
62236;1112;0.5890287769784173;0.36780575539568344;0.04316546762589928;0.29842931937172773;0.9730215827338129;0.9928057553956835;10;1.0
276763;2;0.0;1.0;0.0;0.0;0.0;1.0;2;1.0
2097920;47;0.0;1.0;0.0;0.0;0.9361702127659575;1.0;2;1.0
1227570;2;1.0;0.0;0.0;0.0;0.5;1.0;1;1.0
107808;143;0.027972027972027972;0.951048951048951;0.02097902097902098;0.05759162303664921;0.9440559440559441;0.993006993006993;1;1.0
959785;10;0.0;1.0;0.0;0.041884816753926704;0.9;1.0;1;1.0
166693;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
48936;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
16170;1;1.0;0.0;0.0;0.0;1.0;0.0;1;1.0
30507;55;0.9090909090909091;0.09090909090909091;0.0;0.0;0.8363636363636364;0.9818181818181818;3;1.0
11566;86;0.9534883720930233;0.046511627906976744;0.0;0.0;0.9534883720930233;0.9883720930232558;2;1.0
132407;50;0.6;0.34;0.06;0.010471204188481676;0.92;0.98;2;1.0
97076;1;0.0;1.0;0.0;0.005235602094240838;1.0;1.0;1;1.0
16696;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
310589;5;0.0;0.6;0.4;0.005235602094240838;0.8;1.0;2;0.1076972753756509
28476;2;0.0;0.5;0.5;0.0;1.0;1.0;1;1.0
526645;13;0.23076923076923078;0.07692307692307693;0.6923076923076923;0.005235602094240838;0.9230769230769231;0.9230769230769231;1;1.0
118590;12;0.9166666666666666;0.08333333333333333;0.0;0.010471204188481676;1.0;0.9166666666666666;1;1.0
6975;4;0.0;1.0;0.0;0.005235602094240838;0.25;0.75;4;1.0
78656;15;0.4666666666666667;0.5333333333333333;0.0;0.02617801047120419;0.8666666666666667;0.9333333333333333;3;1.0
246593;58;0.7931034482758621;0.20689655172413793;0.0;0.005235602094240838;0.9310344827586207;0.9310344827586207;3;1.0
861006;1;0.0;0.0;1.0;0.0;1.0;1.0;1;1.0
96069;306;0.19281045751633988;0.7941176470588235;0.013071895424836602;0.13612565445026178;0.934640522875817;0.9934640522875817;13;1.0
60229;42;1.0;0.0;0.0;0.0;0.9523809523809523;1.0;1;1.0
704335;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
1049943;3;0.0;1.0;0.0;0.0;1.0;1.0;1;1.0
104779;32;0.0;1.0;0.0;0.0;0.90625;1.0;2;1.0
145231;43;0.0;0.9767441860465116;0.023255813953488372;0.0;0.8604651162790697;0.9767441860465116;7;1.0
116044;1;0.0;0.0;1.0;0.0;1.0;1.0;1;1.0
616774;2;0.0;1.0;0.0;0.0;1.0;1.0;2;0.0023049172093800815
161619;6;0.0;0.5;0.5;0.0;1.0;0.8333333333333334;1;1.0
34130;2;0.5;0.5;0.0;0.0;1.0;0.5;1;1.0
1766217;23;0.34782608695652173;0.6086956521739131;0.043478260869565216;0.06806282722513089;0.6956521739130435;1.0;3;1.0
104277;28;0.39285714285714285;0.6071428571428571;0.0;0.05235602094240838;0.8571428571428572;0.9642857142857143;2;1.0
89943;46;0.4782608695652174;0.45652173913043476;0.06521739130434782;0.020942408376963352;0.782608695652174;0.9347826086956522;4;1.0
24920;93;0.0;0.967741935483871;0.03225806451612903;0.0;0.8172043010752688;0.978494623655914;2;1.0
179033;25;0.0;1.0;0.0;0.0;0.84;0.96;1;1.0
3164012;8;0.0;0.625;0.375;0.015706806282722512;0.75;1.0;1;1.0
39774;42;0.0;0.9761904761904762;0.023809523809523808;0.010471204188481676;0.9761904761904762;1.0;3;1.0
106847;22;0.0;1.0;0.0;0.0;0.7727272727272727;0.9545454545454546;3;1.0
26974;32;0.0;1.0;0.0;0.0;0.96875;1.0;1;1.0
7009;3;0.3333333333333333;0.6666666666666666;0.0;0.0;0.0;1.0;2;1.0
91490;2;0.0;0.5;0.5;0.010471204188481676;1.0;1.0;1;1.0
109925;32;0.15625;0.625;0.21875;0.020942408376963352;0.78125;0.96875;2;1.0
8036;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
84839;6;0.0;1.0;0.0;0.0;0.33333333333333337;1.0;5;1.0
1731965;119;0.06722689075630252;0.9327731092436975;0.0;0.031413612565445025;0.9495798319327731;0.9831932773109243;1;1.0
47978;1;0.0;1.0;0.0;0.0;1.0;1.0;1;0.0
333167;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
67441;3;0.0;1.0;0.0;0.0;0.6666666666666667;1.0;1;1.0
11123;14;1.0;0.0;0.0;0.010471204188481676;0.8571428571428572;1.0;1;1.0
149876;12;0.16666666666666666;0.3333333333333333;0.5;0.031413612565445025;0.8333333333333334;0.9166666666666666;2;1.0
43894;1;0.0;1.0;0.0;0.0;1.0;0.0;1;1.0
383858;5;0.0;1.0;0.0;0.0;0.8;1.0;1;1.0
2936;127;1.0;0.0;0.0;0.0;0.984251968503937;0.9921259842519685;1;1.0
74107;2;0.0;1.0;0.0;0.0;0.5;0.5;1;1.0
290680;63;0.0;1.0;0.0;0.0;0.8571428571428572;0.9682539682539683;11;0.0
373113;2;0.0;1.0;0.0;0.0;0.0;1.0;2;1.0
1943392;23;0.0;1.0;0.0;0.0;0.9565217391304348;1.0;1;1.0
30077;136;0.0;1.0;0.0;0.0;0.9779411764705882;0.9926470588235294;4;1.0
80255;14;0.0;1.0;0.0;0.0;0.6428571428571428;1.0;1;1.0
314235;2;0.5;0.5;0.0;0.0;0.5;0.5;1;1.0
153986;2;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
372615;105;0.18095238095238095;0.8095238095238095;0.009523809523809525;0.08900523560209424;0.9428571428571428;1.0;1;1.0
131968;23;0.30434782608695654;0.6521739130434783;0.043478260869565216;0.03664921465968586;0.6086956521739131;1.0;6;1.0
53123;331;0.23564954682779457;0.7643504531722054;0.0;0.14136125654450263;0.9486404833836858;0.9818731117824774;3;1.0
330630;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
122242;5;0.0;1.0;0.0;0.0;0.8;1.0;1;1.0
15748;302;0.24172185430463577;0.7483443708609272;0.009933774834437087;0.10471204188481675;0.9602649006622517;0.9933774834437086;17;0.3588178922511366
48005;24932;0.6843815177282208;0.26680571153537624;0.04881277073640301;0.4712041884816754;0.998034654259586;0.9991978180651372;34;1.0
1109397;299;0.0;1.0;0.0;0.0;0.9899665551839465;1.0;2;4.033322170520675E-4
118662;1;1.0;0.0;0.0;0.0;0.0;1.0;1;1.0
1098648;3397;0.5861053871062702;0.3088018840153076;0.10509272887842214;0.225130890052356;0.9964674712982043;0.9988224904327347;15;1.0
192395;2;0.5;0.5;0.0;0.0;0.5;1.0;1;1.0
293774;3;0.0;1.0;0.0;0.0;0.6666666666666667;0.6666666666666667;2;3.7514031681665574E-4
16268;41;0.0975609756097561;0.9024390243902439;0.0;0.020942408376963352;0.8780487804878049;0.9512195121951219;1;1.0
142223;425;0.7035294117647058;0.04;0.2564705882352941;0.07853403141361257;0.9647058823529412;0.9905882352941177;7;1.0
187788;764;0.32722513089005234;0.6413612565445026;0.031413612565445025;0.17801047120418848;0.9594240837696335;0.9921465968586387;11;1.0
13712;6;0.0;0.5;0.5;0.015706806282722512;0.8333333333333334;1.0;2;1.0
12178;1;1.0;0.0;0.0;0.0;0.0;1.0;1;1.0
13203;26;0.038461538461538464;0.8846153846153846;0.07692307692307693;0.005235602094240838;0.7307692307692308;1.0;4;1.0
28052;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
62871;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
332178;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
79769;1;0.0;1.0;0.0;0.0;0.0;1.0;1;1.0
42393;13;0.15384615384615385;0.8461538461538461;0.0;0.010471204188481676;0.9230769230769231;1.0;1;1.0
64409;40;0.0;1.0;0.0;0.03664921465968586;0.975;1.0;1;1.0
