uid,total_contributions,p_creation,p_modification,p_delete,p_is_used,p_is_edited,p_is_deleted,nbWeeks,focalisation,lonMin,latMin,lonMax,latMax,area_mean_chgst,area_heilsbronn_bbox
14390,234,0.18803418803418803,0.7948717948717948,0.017094017094017096,0.10471204188481675,0.9871794871794872,0.9957264957264957,8,0.018048501578457797,9.737469899999999,48.81888334999999,11.583165316666667,49.56339406666666,1.7602776529173832E10,3.177037399720338E8
384060,376,0.26861702127659576,0.7127659574468085,0.018617021276595744,0.18848167539267016,0.9627659574468085,0.9920212765957447,22,0.11372138352947628,10.612390022580644,49.20480550161289,11.148315456451611,49.531140261290325,2.7937027330456796E9,3.177037399720338E8
449087,30,0.4,0.5666666666666667,0.03333333333333333,0.04712041884816754,0.8333333333333334,1.0,6,1.0,10.768179449999998,49.366740099999994,10.862979083333334,49.3858898,7517538.003464443,3.177037399720338E8
48185,8,0.25,0.625,0.125,0.031413612565445025,0.625,1.0,1,0.5329878964675892,10.768237,49.2284092,10.8481788,49.4152079,3.7734148213952184E8,3.177037399720338E8
382526,2,0.0,1.0,0.0,0.0,0.0,1.0,2,0.0,10.428322000000001,48.65532545,12.05627705,49.4073158,1.6524461379142818E10,3.177037399720338E8
912433,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.33333333333333337,1.0,2,0.0,10.52576455,48.96037285,11.58644265,49.4208201,6.41243754951463E9,3.177037399720338E8
55868,1,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,10.821631,49.3081398,10.8302308,49.3108366,234946.5188627521,3.177037399720338E8
573,13,1.0,0.0,0.0,0.0,0.7692307692307692,1.0,1,8.173662151289866E-5,0.51296,41.4615595,12.3989656,49.6188333,1.6691871358882927E12,3.177037399720338E8
2242076,1,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,10.8445319,49.3743744,10.8445319,49.3743744,0.0,3.177037399720338E8
81983,1,0.0,1.0,0.0,0.0,1.0,1.0,1,2.1692277422793717E-4,6.1403689,47.0776804,15.4829174,55.2915947,1.4645937527896377E12,3.177037399720338E8
2581093,2,0.5,0.0,0.5,0.0,1.0,1.0,1,5.16817297216918E-4,8.8014994,48.6422479,14.3378669,54.2053985,6.1473124387067E11,3.177037399720338E8
244289,45,0.7777777777777778,0.17777777777777778,0.044444444444444446,0.010471204188481676,0.9333333333333333,0.9555555555555556,1,1.0,10.8212473,49.3079078,10.8302754,49.3105757,227641.08961822794,3.177037399720338E8
205377,1,0.0,1.0,0.0,0.0,0.0,1.0,1,0.009158196607964209,10.6602829,48.6068917,11.633662,50.1921031,3.4690644192520424E10,3.177037399720338E8
834127,97,0.5257731958762887,0.4020618556701031,0.07216494845360824,0.08900523560209424,0.9587628865979382,1.0,9,1.0,10.77270408,49.29711296000001,10.813718750000001,49.34253962,3.712349693931681E7,3.177037399720338E8
3002985,8,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0,10.7458132,49.317688,10.7459962,49.317805,350.85254718762104,3.177037399720338E8
44613,419,0.14797136038186157,0.8305489260143198,0.021479713603818614,0.20418848167539266,0.964200477326969,0.9880668257756563,3,0.028746107373725495,10.56883014,49.26007712,11.34934796,50.00344262,1.105206127012596E10,3.177037399720338E8
2195047,10,0.8,0.2,0.0,0.005235602094240838,0.8,1.0,1,0.0,10.849649,49.2926532,10.8690818,49.3078776,5232507.449831932,3.177037399720338E8
239172,52,0.3269230769230769,0.6730769230769231,0.0,0.09947643979057591,0.9423076923076923,1.0,1,0.6262897915602149,10.64087395,49.311837249999996,10.82656215,49.352258500000005,4.1070838294621944E7,3.177037399720338E8
118856,730,0.7589041095890411,0.16986301369863013,0.07123287671232877,0.20418848167539266,0.963013698630137,0.9835616438356164,14,0.15792719935315794,10.635158866666666,49.21824519999999,10.937568366666667,49.5519243,2.0117100871369371E9,3.177037399720338E8
111688,7,0.8571428571428571,0.14285714285714285,0.0,0.0,0.7142857142857143,1.0,2,0.21972984654727773,10.764376966666665,49.2780974,10.812754366666667,49.3078901,2.319238544512492E7,3.177037399720338E8
34891,18,0.8888888888888888,0.1111111111111111,0.0,0.0,0.8888888888888888,1.0,2,0.004722330945264419,10.641890933333334,48.21227786666666,12.244675899999999,50.25015753333334,6.727689008976149E10,3.177037399720338E8
419405,1,0.0,1.0,0.0,0.015706806282722512,0.0,1.0,1,1.0,10.848465,49.3558569,10.848465,49.3558569,0.0,3.177037399720338E8
57933,8,1.0,0.0,0.0,0.0,0.75,1.0,1,0.005196491512320439,10.6701651,48.6082358,13.1741993,50.1790361,6.113812352407105E10,3.177037399720338E8
38989,3,0.0,1.0,0.0,0.0,0.33333333333333337,1.0,1,0.0,9.71429185,49.28729765,10.9144428,50.8159611,3.916809657745309E10,3.177037399720338E8
28237,1,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,11.5754864,48.9541361,11.6475252,49.0820487,2.1031510826613185E8,3.177037399720338E8
496201,82,0.24390243902439024,0.7560975609756098,0.0,0.06806282722513089,0.9634146341463414,1.0,2,0.6584703727160517,10.644068866666666,49.27522173333333,10.868163966666666,49.337676316666666,1.2359735032754014E8,3.177037399720338E8
202829,1,0.0,1.0,0.0,0.005235602094240838,0.0,1.0,1,0.056976265809502796,10.1194946,49.3310124,11.0072726,49.4090068,1.1064194687999427E9,3.177037399720338E8
394313,22,0.9090909090909091,0.09090909090909091,0.0,0.015706806282722512,0.8181818181818181,0.9090909090909091,2,1.0,10.792327899999998,49.34355086666667,10.793879633333333,49.3451776,49449.955068266456,3.177037399720338E8
4245519,3,0.0,1.0,0.0,0.0,0.6666666666666667,1.0,1,0.0,9.297278766666667,51.2234343,9.310397066666667,51.2297752,1317790.0801647266,3.177037399720338E8
39504,1,0.0,1.0,0.0,0.0,1.0,1.0,1,2.177932361129686E-4,5.7434233,47.1168705,15.8442027,55.0508083,1.4587401594383857E12,3.177037399720338E8
665694,1,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,9.5659576,49.3846663,10.9071584,49.83716,6.994026479642553E9,3.177037399720338E8
5473803,2,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,10.7420689,49.3101084,10.7472988,49.3104559,51224.99297941174,3.177037399720338E8
37976,1,0.0,0.0,1.0,0.0,1.0,1.0,1,5.31799431847267E-4,5.9040861,47.5591087,13.6892166,52.201522,5.974127104055997E11,3.177037399720338E8
41049,54,0.8333333333333334,0.12962962962962962,0.037037037037037035,0.03664921465968586,0.8333333333333334,1.0,2,1.0,10.78536115,49.361084399999996,10.8224667,49.378554949999995,9107500.742794737,3.177037399720338E8
5626892,11,0.7272727272727273,0.2727272727272727,0.0,0.0,0.9090909090909091,1.0,1,1.0,10.72332105,49.344414400000005,10.7391038,49.3495257,853813.1691636835,3.177037399720338E8
575570,16,0.0,1.0,0.0,0.16230366492146597,1.0,0.9375,1,0.008202248156274542,10.5830874,48.608057,11.5878582,50.3007918,3.873373908213168E10,3.177037399720338E8
6295100,3,0.0,1.0,0.0,0.0,0.6666666666666667,1.0,3,0.0,9.567455266666666,49.38580186666667,10.8654749,49.86077699999999,7.612038817534927E9,3.177037399720338E8
18015,8,0.0,1.0,0.0,0.020942408376963352,1.0,0.375,1,0.009679326350216205,10.6701651,48.6070544,11.5820078,50.1790361,3.2822918504544205E10,3.177037399720338E8
43619,2579,0.18069018999612252,0.7886777820860799,0.030632027917797598,0.19895287958115182,0.9926328034121753,0.9980612640558356,14,0.19124593182027977,10.731419083333334,49.15368852777778,11.048765966666668,49.43239411666667,1.6280747262879817E9,3.177037399720338E8
481380,6,0.0,1.0,0.0,0.0,0.6666666666666667,1.0,1,0.004015984711746643,8.6136022,48.2016159,10.9390581,50.0658456,7.910979816301573E10,3.177037399720338E8
3716187,2,0.0,1.0,0.0,0.020942408376963352,0.5,1.0,1,1.895848447171513E-4,5.112289,47.034619,15.1937623,55.664307,1.6757865875092908E12,3.177037399720338E8
73317,1,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,10.7863637,49.3418705,10.7876255,49.3426146,14829.876334579887,3.177037399720338E8
88164,37,0.0,1.0,0.0,0.0,0.8648648648648649,1.0,1,0.28506877610401105,10.5752924,49.275808,11.0925935,49.4506194,9.883435755039135E8,3.177037399720338E8
51302,3,0.0,1.0,0.0,0.0,0.0,1.0,2,0.015408154443954308,10.6395687,48.67142956666667,11.732728333333334,49.685964866666666,2.0619194928740547E10,3.177037399720338E8
5735,9,0.2222222222222222,0.7777777777777778,0.0,0.010471204188481676,0.5555555555555556,0.8888888888888888,2,0.0,10.772362266666667,49.28788806666666,10.788902666666667,49.2977332,2581581.4257604433,3.177037399720338E8
