"source";"target";"weight"
"35685";"39441";"2.0"
"4584";"580508";"3.0"
"580508";"45556";"3.0"
"759439";"115994";"9.0"
"53670";"39441";"1.0"
"45556";"161730";"5.0"
"201470";"45556";"3.0"
"131026";"62392";"1.0"
"68141";"49635";"1.0"
"30086";"127805";"9.0"
"715482";"127805";"3.0"
"715482";"445253";"1.0"
"445253";"72262";"1.0"
"72262";"39441";"1.0"
"42540";"31342";"1.0"
"30086";"448323";"4.0"
"39441";"4584";"40.0"
"57756";"4584";"3.0"
"715482";"4584";"8.0"
"57756";"39441";"6.0"
"715482";"73428";"1.0"
"73428";"147322";"1.0"
"445253";"57756";"5.0"
"14113";"2786";"4.0"
"201470";"42540";"5.0"
"53670";"42540";"3.0"
"61116";"39441";"2.0"
"715482";"241071";"2.0"
"62392";"39441";"1.0"
"39441";"290791";"2.0"
"715482";"61116";"1.0"
"2786";"715482";"1.0"
"161730";"127805";"2.0"
"127805";"61116";"2.0"
"282203";"42540";"2.0"
"62392";"45556";"1.0"
"290791";"42540";"1.0"
"53286";"31342";"4.0"
"445253";"4584";"4.0"
"45556";"151951";"3.0"
"35685";"31342";"4.0"
"45556";"59061";"1.0"
"59061";"41551";"1.0"
"53670";"61116";"1.0"
"70807";"131026";"1.0"
"596109";"45556";"5.0"
"30086";"715482";"5.0"
"45556";"69739";"1.0"
"147322";"39593";"1.0"
"4584";"11669";"7.0"
"39441";"11669";"2.0"
"61116";"39593";"10.0"
"45556";"275874";"6.0"
"580580";"57756";"1.0"
"161047";"39441";"2.0"
"30086";"33083";"2.0"
"45556";"115994";"2.0"
"45556";"104890";"2.0"
"715482";"35685";"1.0"
"580580";"35685";"3.0"
"45556";"13823";"2.0"
"39441";"70807";"1.0"
"70807";"17303";"1.0"
"114541";"445253";"1.0"
"13314";"45556";"2.0"
"35685";"41551";"1.0"
"149987";"42794";"1.0"
"4763";"175634";"1.0"
"45556";"63486";"1.0"
"175634";"45556";"4.0"
"27305";"445253";"6.0"
"290791";"454528";"1.0"
"45556";"95404";"1.0"
"192292";"72262";"1.0"
"72262";"31342";"1.0"
"192292";"429905";"1.0"
"429905";"72262";"1.0"
"72262";"45556";"1.0"
"45556";"6381";"1.0"
"45556";"519058";"4.0"
"127805";"35685";"3.0"
"27305";"5470";"1.0"
"5470";"290791";"1.0"
"715482";"566729";"1.0"
"135025";"566729";"3.0"
"161047";"566729";"3.0"
"290791";"4763";"1.0"
"45556";"127805";"2.0"
"290791";"39441";"1.0"
"155872";"161730";"1.0"
"477173";"35685";"1.0"
"192292";"110036";"1.0"
"127805";"45556";"1.0"
"241071";"53286";"1.0"
"39441";"33083";"2.0"
"45556";"33083";"1.0"
"16119";"70807";"1.0"
"70807";"16119";"1.0"
"45556";"45155";"1.0"
"45155";"53286";"1.0"
"31342";"62392";"1.0"
"39441";"41551";"1.0"
"45556";"242662";"3.0"
"45556";"59658";"2.0"
"39441";"378466";"1.0"
