"source";"target";"weight"
"4584";"57756";"2.0"
"45556";"201470";"1.0"
"27305";"201470";"1.0"
"45556";"57756";"4.0"
"135025";"42540";"1.0"
"45556";"4584";"2.0"
"57756";"45556";"2.0"
"57756";"4584";"1.0"
"40706";"53670";"1.0"
"40706";"45556";"3.0"
"45556";"53670";"4.0"
"45556";"711096";"1.0"
"711096";"45556";"1.0"
"45556";"149976";"2.0"
"27305";"45556";"3.0"
"462056";"282203";"1.0"
"715482";"605110";"1.0"
"715482";"5470";"1.0"
"715482";"115994";"2.0"
"715482";"147322";"2.0"
"605110";"5470";"1.0"
"605110";"115994";"1.0"
"605110";"147322";"1.0"
"5470";"115994";"1.0"
"5470";"147322";"1.0"
"115994";"147322";"1.0"
"45556";"241071";"2.0"
"45556";"35685";"1.0"
"7582";"45556";"1.0"
"445253";"45556";"4.0"
"573200";"45556";"2.0"
"389766";"45556";"2.0"
"13823";"45556";"2.0"
"715482";"57756";"1.0"
"715482";"45556";"6.0"
"45556";"42234";"1.0"
"42234";"53670";"1.0"
"62392";"27305";"2.0"
"45556";"31342";"1.0"
"161730";"45556";"5.0"
"45556";"42540";"2.0"
"715482";"580580";"1.0"
"715482";"35685";"1.0"
"580580";"45556";"4.0"
"580580";"35685";"1.0"
"13823";"161047";"3.0"
"45556";"147322";"2.0"
"45556";"81542";"1.0"
"147322";"81542";"1.0"
"4584";"53670";"1.0"
"45556";"110036";"1.0"
"42540";"110036";"1.0"
"115994";"110036";"1.0"
"715482";"39441";"2.0"
"45556";"39441";"2.0"
"715482";"110036";"1.0"
"45556";"131026";"8.0"
"42540";"149976";"1.0"
"775095";"43993";"4.0"
"775095";"53670";"2.0"
"43993";"53670";"2.0"
"149976";"31342";"1.0"
"114541";"57756";"2.0"
"711096";"57756";"2.0"
"45556";"177902";"1.0"
"177902";"81542";"1.0"
"526767";"45556";"8.0"
"45556";"13314";"1.0"
"13314";"526767";"1.0"
"13314";"45556";"4.0"
"715482";"30086";"1.0"
"45556";"573200";"1.0"
"45556";"61116";"1.0"
"30086";"149414";"1.0"
"445253";"149414";"1.0"
"290791";"45556";"6.0"
"114541";"45556";"2.0"
"715482";"17790";"4.0"
"45556";"149414";"1.0"
"4584";"81542";"1.0"
"2786";"45556";"8.0"
"45556";"41551";"2.0"
"31342";"41551";"1.0"
"416518";"45556";"8.0"
"45556";"175634";"1.0"
"175634";"39441";"1.0"
"39441";"42540";"1.0"
"42540";"290791";"1.0"
"42540";"4584";"1.0"
"290791";"4584";"1.0"
"45556";"124057";"1.0"
"124057";"57756";"2.0"
"39441";"57756";"2.0"
"323997";"45556";"4.0"
"323997";"42540";"1.0"
"30086";"42540";"1.0"
"30086";"45556";"2.0"
"45556";"68141";"2.0"
"45556";"192292";"1.0"
"45556";"230738";"2.0"
"192292";"230738";"2.0"
"13314";"155872";"1.0"
"155872";"13314";"1.0"
"715482";"61116";"1.0"
"45556";"715482";"1.0"
"715482";"722248";"1.0"
"715482";"4763";"1.0"
"4763";"45556";"6.0"
"45556";"70807";"1.0"
"45556";"7582";"1.0"
"161047";"45556";"1.0"
"715482";"161730";"1.0"
"161730";"147322";"1.0"
"161730";"115994";"2.0"
"147322";"115994";"2.0"
"53670";"149976";"3.0"
"129629";"42540";"1.0"
"722248";"65259";"1.0"
"722248";"61116";"2.0"
"722248";"241071";"1.0"
"65259";"61116";"2.0"
"65259";"241071";"1.0"
"61116";"241071";"1.0"
"147322";"188381";"1.0"
"39441";"149976";"1.0"
"45556";"27305";"1.0"
"151951";"45556";"1.0"
"715482";"601334";"1.0"
"45556";"290791";"2.0"
"45556";"477474";"1.0"
"290791";"477474";"1.0"
"290791";"70807";"1.0"
"477474";"70807";"1.0"
"477474";"45556";"2.0"
"70807";"45556";"2.0"
"715482";"290791";"1.0"
"715482";"323997";"1.0"
"290791";"323997";"1.0"
"45556";"477173";"1.0"
"477173";"45556";"3.0"
"477173";"161047";"1.0"
"45556";"161047";"1.0"
"48089";"161047";"1.0"
"45556";"137308";"1.0"
"715482";"4584";"1.0"
"715482";"42540";"1.0"
"42540";"45556";"2.0"
"580580";"4584";"1.0"
"45556";"18594";"1.0"
"18594";"241071";"1.0"
