"source";"target";"weight"
"2748306";"2557649";"12.0"
"2877554";"2102589";"5.0"
"781165";"826176";"5.0"
"516946";"455687";"20.0"
"4803639";"2767658";"4.0"
"1235319";"311429";"1.0"
"1240960";"2879219";"26.0"
"1240960";"631252";"4.0"
"953112";"2787436";"4.0"
"4803636";"186281";"1.0"
"2698148";"455687";"3.0"
"2878730";"455687";"10.0"
"2881198";"2749811";"4.0"
"4803595";"3333964";"2.0"
"4212701";"145342";"1.0"
"826176";"2865586";"20.0"
"524942";"2865586";"7.0"
"14145";"338722";"32.0"
"2512411";"2872060";"8.0"
"3493991";"4164734";"4.0"
"953112";"2877806";"5.0"
"3573327";"1380064";"25.0"
"2862363";"1380064";"12.0"
"826176";"1380064";"6.0"
"2998482";"2505490";"4.0"
"2377488";"2880292";"7.0"
"4803595";"2883546";"1.0"
"255913";"2880394";"2.0"
"1417";"350116";"1.0"
"953112";"2415087";"2.0"
"2877833";"1844099";"2.0"
"3349715";"202837";"3.0"
"1240960";"2882553";"39.0"
"2885720";"2748306";"5.0"
"4803639";"4803595";"3.0"
"2998482";"751096";"8.0"
"2935228";"338722";"5.0"
"2998482";"2194362";"2.0"
"3086899";"464118";"5.0"
"2748306";"2389909";"1.0"
"4803638";"2873138";"1.0"
"574565";"1210430";"33.0"
"2998482";"2194581";"2.0"
"781165";"145342";"20.0"
"2998482";"14145";"118.0"
"2998482";"2328706";"6.0"
"1290410";"350116";"5.0"
"172172";"1949071";"2.0"
"172172";"1041755";"36.0"
"2536968";"577065";"8.0"
"2998482";"13314";"4.0"
"4803639";"577065";"1.0"
"2175759";"781165";"3.0"
"2998482";"2194407";"1.0"
"172172";"2877636";"4.0"
"4350515";"4350436";"1.0"
"766344";"2339933";"4.0"
"2998482";"440058";"5.0"
"91601";"440058";"1.0"
"4803595";"1197054";"1.0"
"474294";"1239277";"1.0"
"338722";"1258462";"1.0"
"2871269";"85329";"1.0"
"4803639";"4803636";"9.0"
"129268";"1068331";"1.0"
"237056";"781165";"4.0"
"2998482";"2326343";"8.0"
"2909744";"2748306";"8.0"
"4803595";"4223261";"16.0"
"4803636";"4803595";"3.0"
"91601";"2377488";"1.0"
"4803639";"2748306";"2.0"
"4164761";"2859163";"4.0"
"2877833";"455687";"6.0"
"2877833";"1068331";"4.0"
"107368";"3060752";"1.0"
"4803637";"1535323";"8.0"
"2998482";"39568";"1.0"
"2998482";"217578";"86.0"
"1062628";"223792";"5.0"
"172172";"2797113";"4.0"
"4803639";"4803638";"13.0"
"443241";"2897807";"2.0"
"3573327";"1484613";"118.0"
"3573327";"2303610";"11.0"
"62172";"1484613";"9.0"
"524942";"1484613";"33.0"
"524942";"1818947";"411.0"
"4326573";"2332236";"16.0"
"338722";"145342";"3.0"
"1700207";"1068331";"15.0"
"2998482";"443241";"4.0"
"4803595";"2175759";"1.0"
"2998482";"482045";"2.0"
"4803638";"2477148";"2.0"
"2698148";"1000106";"6.0"
"2512411";"2880443";"8.0"
"62534";"1290410";"4.0"
"91601";"118132";"1.0"
"4803638";"2767658";"8.0"
"1240960";"1283544";"8.0"
"4803636";"2767658";"10.0"
"4803623";"2877999";"1.0"
"2998482";"350116";"3.0"
"1965179";"1965205";"5.0"
"4803636";"2748306";"1.0"
"172172";"2877999";"2.0"
"172172";"2843377";"6.0"
"2698148";"491626";"16.0"
"574565";"1700207";"5.0"
"2909744";"1484613";"2.0"
"2998482";"2909041";"7.0"
"4803595";"338722";"12.0"
"91601";"2886432";"1.0"
"383311";"2843365";"28.0"
"338722";"2516598";"40.0"
"2748306";"2872896";"5.0"
"574565";"2872896";"20.0"
"4803595";"4746216";"2.0"
"2998482";"826176";"17.0"
"2748306";"2888539";"10.0"
"2748306";"2512411";"12.0"
"338722";"2883676";"25.0"
"4803595";"91601";"5.0"
"2998482";"2219449";"15.0"
"1290410";"864704";"1.0"
"2879356";"1852140";"5.0"
"2862363";"2865586";"6.0"
"1240960";"2865586";"1.0"
"4803623";"2897807";"2.0"
"172172";"2582702";"5.0"
"1239277";"2246937";"44.0"
"1752160";"2303631";"1.0"
"359244";"454175";"29.0"
"4140040";"2262332";"5.0"
"1585847";"2246937";"37.0"
"4212701";"2875455";"1.0"
"826176";"217578";"4.0"
"350116";"2227340";"5.0"
"2998482";"2114591";"16.0"
"2998482";"172172";"5.0"
"2862562";"1238306";"1.0"
"223792";"2862562";"7.0"
"237056";"1197054";"20.0"
"667801";"2866455";"27.0"
"1238306";"781165";"4.0"
"2998482";"359244";"3.0"
"2748306";"338722";"6.0"
"497960";"2516598";"6.0"
"574565";"198696";"7.0"
"4803639";"198696";"4.0"
"443241";"198696";"2.0"
"1240960";"2866022";"13.0"
"2877992";"2262332";"8.0"
"4803636";"2875449";"1.0"
"4803636";"2175759";"1.0"
"864704";"1406763";"6.0"
"2862758";"1240960";"11.0"
"1240960";"1238306";"15.0"
"3349715";"2865586";"10.0"
"781165";"2862562";"20.0"
"1290410";"2326348";"1.0"
"1663615";"2631846";"7.0"
"91601";"338722";"33.0"
"711065";"2797113";"5.0"
"826176";"2862363";"8.0"
"953112";"2797113";"1.0"
"719706";"2107454";"5.0"
"1240960";"2896194";"54.0"
"3642846";"2877833";"8.0"
"178297";"2862562";"10.0"
"237056";"338722";"57.0"
"29222";"3829024";"1.0"
"781165";"1540084";"11.0"
"2328744";"2262332";"28.0"
"667801";"2880716";"46.0"
"172172";"2262332";"1.0"
"474133";"2227340";"14.0"
"338722";"350075";"1.0"
"4563715";"4370507";"1.0"
"953112";"2876604";"6.0"
"4803639";"2876604";"1.0"
"1700207";"351405";"7.0"
"3573327";"2864904";"56.0"
"491626";"2246937";"12.0"
"4746216";"2246937";"8.0"
"2324381";"2246937";"8.0"
"2748306";"2891979";"7.0"
"1240960";"2891979";"1.0"
"2377488";"1240960";"3.0"
"4803595";"1235319";"1.0"
"497960";"1235319";"8.0"
"2909744";"482045";"15.0"
"2998482";"2862697";"12.0"
"3573327";"223792";"3.0"
"2512411";"2897784";"30.0"
"1239277";"2865949";"10.0"
"2897784";"2865949";"3.0"
"2897784";"2862363";"12.0"
"338722";"4268125";"1.0"
"149562";"1863266";"18.0"
"781165";"1863266";"1.0"
"864704";"4847920";"1.0"
"4803636";"4223261";"1.0"
"2998482";"1258462";"3.0"
"1283544";"1284140";"135.0"
"2998482";"64689";"2.0"
"91601";"1284140";"7.0"
"4803595";"350075";"10.0"
"2998482";"680178";"11.0"
"1290410";"2303631";"34.0"
"2870264";"284147";"6.0"
"2175759";"1237354";"1.0"
"4860142";"3801561";"1.0"
"1240960";"2877636";"17.0"
"870972";"3573327";"10.0"
"751192";"2328739";"5.0"
"2749811";"338722";"7.0"
"2909744";"338722";"27.0"
"781165";"2273589";"10.0"
"2873295";"781165";"1.0"
"2748306";"2878077";"1.0"
"4803623";"2878077";"1.0"
"2498361";"781165";"3.0"
"574565";"2889675";"77.0"
"91601";"2551385";"1.0"
"1414923";"181839";"5.0"
"4803636";"4803637";"2.0"
"2909744";"751192";"20.0"
"3101916";"237056";"1.0"
"2998482";"181839";"5.0"
"2909744";"1041755";"61.0"
"497960";"4253444";"1.0"
"348237";"2862562";"29.0"
"2884208";"680178";"1.0"
"2636349";"781165";"1.0"
"2219449";"2098004";"1.0"
"4803636";"2909744";"19.0"
"2693592";"2629426";"2.0"
"2998482";"2877776";"19.0"
"2998482";"1567793";"25.0"
"2998482";"2175759";"3.0"
"4932530";"680178";"1.0"
"2631846";"2866415";"5.0"
"4803595";"2866415";"1.0"
"4803623";"4803595";"4.0"
"4803595";"1284140";"4.0"
"383311";"2873687";"10.0"
"91601";"2524133";"1.0"
"3642846";"91601";"4.0"
"706698";"499911";"91.0"
"3101916";"1197054";"1.0"
"1240960";"2516598";"1.0"
"4803637";"864704";"2.0"
"2909744";"1068331";"4.0"
"4803595";"2875258";"2.0"
"1240960";"2720293";"5.0"
"182754";"2303610";"13.0"
"359244";"576744";"5.0"
"4803636";"338722";"10.0"
"2748306";"631252";"5.0"
"2748306";"781165";"32.0"
"2595397";"2866455";"35.0"
"4803639";"1041755";"5.0"
"2909744";"2098268";"8.0"
"2998482";"2328709";"24.0"
"781165";"2328709";"25.0"
"4803638";"2660416";"1.0"
"1290410";"2279179";"4.0"
"1062628";"644817";"5.0"
"781165";"2303631";"12.0"
"74857";"2021104";"3.0"
"172172";"2920845";"19.0"
"2909744";"2878384";"4.0"
"2767658";"338722";"29.0"
"4746216";"338722";"15.0"
"3569360";"1723589";"5.0"
"926962";"1284140";"7.0"
"161730";"1903670";"1.0"
"4803638";"2859058";"6.0"
"2175759";"338722";"3.0"
"2843884";"491626";"4.0"
"1290410";"16367";"5.0"
"4803636";"2873760";"4.0"
"2748306";"1585847";"87.0"
"953112";"2866022";"5.0"
"4803595";"2548623";"3.0"
"4803639";"2548623";"2.0"
"2512411";"2873697";"1.0"
"2551385";"338722";"3.0"
"2998482";"292776";"1.0"
"3573327";"549533";"7.0"
"2876829";"549533";"32.0"
"1290410";"2321129";"7.0"
"2960812";"2871136";"2.0"
"1240960";"2451478";"7.0"
"1068331";"2321125";"21.0"
"1290410";"2321125";"18.0"
"1290410";"2273589";"10.0"
"1290410";"2326351";"2.0"
"172172";"1238306";"144.0"
"497960";"4350861";"7.0"
"781165";"4803639";"2.0"
"2998482";"145342";"2.0"
"2698148";"2878384";"11.0"
"4803638";"2843884";"2.0"
"4851822";"91601";"1.0"
"3356840";"338722";"4.0"
"2897988";"217578";"5.0"
"338722";"2857112";"1.0"
"2998482";"2091036";"1.0"
"2998482";"2876296";"1.0"
"64354";"1201556";"5.0"
"781165";"680178";"90.0"
"237056";"1903670";"78.0"
"4803637";"2877776";"6.0"
"1240960";"2660416";"5.0"
